Image,Label
test_3007,scoreboard
test_3008,lampshade
test_3009,turnstile
test_301,poncho
test_3010,drumstick
test_3011,scoreboard
test_3012,computer_keyboard
test_3013,scoreboard
test_3014,sea_slug
test_3015,turnstile
test_3016,pop_bottle
test_3017,scoreboard
test_3018,sports_car
test_3019,steel_arch_bridge
test_302,sports_car
test_3020,barbershop
test_3021,water_tower
test_3022,alp
test_3023,rocking_chair
test_3024,brass
test_3025,pay-phone
test_3026,viaduct
test_3027,scoreboard
test_3028,scoreboard
test_3029,bucket
test_303,computer_keyboard
test_3030,remote_control
test_3031,brass
test_3032,beach_wagon
test_3033,scoreboard
test_3034,CD_player
test_3035,alp
test_3036,albatross
test_3037,scoreboard
test_3038,comic_book
test_3039,convertible
test_304,CD_player
test_3040,computer_keyboard
test_3041,turnstile
test_3042,barbershop
test_3043,seashore
test_3044,jellyfish
test_3045,sports_car
test_3046,desk
test_3047,abacus
test_3048,scoreboard
test_3049,scoreboard
test_305,bullet_train
test_3050,lemon
test_3051,coral_reef
test_3052,scoreboard
test_3053,scoreboard
test_3054,pay-phone
test_3055,oboe
test_3056,computer_keyboard
test_3057,scoreboard
test_3058,CD_player
test_3059,confectionery
test_306,suspension_bridge
test_3060,computer_keyboard
test_3061,scoreboard
test_3062,CD_player
test_3063,limousine
test_3064,brass
test_3065,beaker
test_3066,scoreboard
test_3067,pill_bottle
test_3068,scoreboard
test_3069,suspension_bridge
test_307,reel
test_3070,computer_keyboard
test_3071,snorkel
test_3072,brass
test_3073,scoreboard
test_3074,American_alligator
test_3075,magnetic_compass
test_3076,scoreboard
test_3077,cash_machine
test_3078,remote_control
test_3079,parking_meter
test_308,sock
test_3080,turnstile
test_3081,goose
test_3082,bannister
test_3083,-
test_3084,comic_book
test_3085,computer_keyboard
test_3086,police_van
test_3087,teddy
test_3088,brass
test_3089,computer_keyboard
test_309,turnstile
test_3090,flagpole
test_3091,scoreboard
test_3092,CD_player
test_3093,scoreboard
test_3094,CD_player
test_3095,jellyfish
test_3096,CD_player
test_3097,turnstile
test_3098,scoreboard
test_3099,magnetic_compass
test_31,chain
test_310,turnstile
test_3100,lakeside
test_3101,poncho
test_3102,-
test_3103,sea_cucumber
test_3104,apron
test_3105,brass
test_3106,freight_car
test_3107,scoreboard
test_3108,convertible
test_3109,jinrikisha
test_311,scoreboard
test_3110,moving_van
test_3111,umbrella
test_3112,iPod
test_3113,poncho
test_3114,mantis
test_3115,computer_keyboard
test_3116,backpack
test_3117,turnstile
test_3118,scoreboard
test_3119,space_heater
test_312,scoreboard
test_3120,bannister
test_3121,scoreboard
test_3122,scoreboard
test_3123,water_tower
test_3124,beer_bottle
test_3125,sports_car
test_3126,CD_player
test_3127,jinrikisha
test_3128,bucket
test_3129,turnstile
test_313,scorpion
test_3130,poncho
test_3131,scoreboard
test_3132,brass
test_3133,moving_van
test_3134,scoreboard
test_3135,desk
test_3136,brass
test_3137,apron
test_3138,scoreboard
test_3139,bannister
test_314,umbrella
test_3140,albatross
test_3141,lakeside
test_3142,space_heater
test_3143,parking_meter
test_3144,steel_arch_bridge
test_3145,scoreboard
test_3146,cash_machine
test_3147,sea_slug
test_3148,cash_machine
test_3149,scoreboard
test_315,scoreboard
test_3150,barrel
test_3151,scoreboard
test_3152,scoreboard
test_3153,cash_machine
test_3154,brass
test_3155,flagpole
test_3156,turnstile
test_3157,CD_player
test_3158,scoreboard
test_3159,scoreboard
test_316,turnstile
test_3160,turnstile
test_3161,scoreboard
test_3162,jellyfish
test_3163,CD_player
test_3164,flagpole
test_3165,sports_car
test_3166,jinrikisha
test_3167,police_van
test_3168,bannister
test_3169,fountain
test_317,steel_arch_bridge
test_3170,lakeside
test_3171,brass
test_3172,abacus
test_3173,scoreboard
test_3174,Christmas_stocking
test_3175,spider_web
test_3176,bullet_train
test_3177,umbrella
test_3178,flagpole
test_3179,lakeside
test_318,turnstile
test_3180,bucket
test_3181,barrel
test_3182,turnstile
test_3183,beach_wagon
test_3184,beaker
test_3185,apron
test_3186,space_heater
test_3187,miniskirt
test_3188,computer_keyboard
test_3189,seashore
test_319,confectionery
test_3190,computer_keyboard
test_3191,computer_keyboard
test_3192,scoreboard
test_3193,bannister
test_3194,gondola
test_3195,scoreboard
test_3196,remote_control
test_3197,jellyfish
test_3198,orange
test_3199,turnstile
test_32,brass
test_320,parking_meter
test_3200,snorkel
test_3201,turnstile
test_3202,lawn_mower
test_3203,scoreboard
test_3204,space_heater
test_3205,dam
test_3206,scoreboard
test_3207,-
test_3208,scoreboard
test_3209,trolleybus
test_321,beacon
test_3210,turnstile
test_3211,CD_player
test_3212,CD_player
test_3213,steel_arch_bridge
test_3214,CD_player
test_3215,computer_keyboard
test_3216,steel_arch_bridge
test_3217,scoreboard
test_3218,steel_arch_bridge
test_3219,scoreboard
test_322,apron
test_3220,turnstile
test_3221,scoreboard
test_3222,space_heater
test_3223,lakeside
test_3224,moving_van
test_3225,steel_arch_bridge
test_3226,CD_player
test_3227,remote_control
test_3228,chest
test_3229,turnstile
test_323,scoreboard
test_3230,jellyfish
test_3231,scoreboard
test_3232,scoreboard
test_3233,scoreboard
test_3234,bucket
test_3235,parking_meter
test_3236,brass
test_3237,CD_player
test_3238,scoreboard
test_3239,flagpole
test_324,scoreboard
test_3240,moving_van
test_3241,freight_car
test_3242,gondola
test_3243,brass
test_3244,computer_keyboard
test_3245,scoreboard
test_3246,hourglass
test_3247,abacus
test_3248,brass
test_3249,cash_machine
test_325,bannister
test_3250,steel_arch_bridge
test_3251,pill_bottle
test_3252,albatross
test_3253,-
test_3254,CD_player
test_3255,cash_machine
test_3256,cash_machine
test_3257,scoreboard
test_3258,brass
test_3259,scoreboard
test_326,scoreboard
test_3260,CD_player
test_3261,lakeside
test_3262,brass
test_3263,scoreboard
test_3264,turnstile
test_3265,drumstick
test_3266,scoreboard
test_3267,turnstile
test_3268,seashore
test_3269,brass
test_327,steel_arch_bridge
test_3270,sports_car
test_3271,umbrella
test_3272,dam
test_3273,cash_machine
test_3274,beach_wagon
test_3275,scoreboard
test_3276,dragonfly
test_3277,scoreboard
test_3278,CD_player
test_3279,turnstile
test_328,brass
test_3280,steel_arch_bridge
test_3281,American_alligator
test_3282,brass
test_3283,scoreboard
test_3284,fountain
test_3285,beach_wagon
test_3286,drumstick
test_3287,sock
test_3288,police_van
test_3289,scoreboard
test_329,trolleybus
test_3290,birdhouse
test_3291,scoreboard
test_3292,scoreboard
test_3293,abacus
test_3294,scoreboard
test_3295,go-kart
test_3296,scoreboard
test_3297,scoreboard
test_3298,steel_arch_bridge
test_3299,scoreboard
test_33,scoreboard
test_330,turnstile
test_3300,barn
test_3301,CD_player
test_3302,CD_player
test_3303,albatross
test_3304,turnstile
test_3305,scoreboard
test_3306,brass
test_3307,scoreboard
test_3308,turnstile
test_3309,scoreboard
test_331,turnstile
test_3310,teapot
test_3311,jinrikisha
test_3312,computer_keyboard
test_3313,parking_meter
test_3314,refrigerator
test_3315,computer_keyboard
test_3316,CD_player
test_3317,beaker
test_3318,scoreboard
test_3319,gondola
test_332,turnstile
test_3320,bucket
test_3321,scoreboard
test_3322,computer_keyboard
test_3323,cash_machine
test_3324,bullet_train
test_3325,computer_keyboard
test_3326,CD_player
test_3327,pill_bottle
test_3328,bullet_train
test_3329,scoreboard
test_333,albatross
test_3330,scoreboard
test_3331,seashore
test_3332,albatross
test_3333,scoreboard
test_3334,remote_control
test_3335,poncho
test_3336,flagpole
test_3337,turnstile
test_3338,jellyfish
test_3339,computer_keyboard
test_334,scoreboard
test_3340,-
test_3341,scoreboard
test_3342,CD_player
test_3343,computer_keyboard
test_3344,CD_player
test_3345,brass
test_3346,water_tower
test_3347,poncho
test_3348,pop_bottle
test_3349,bikini
test_335,goose
test_3350,steel_arch_bridge
test_3351,stopwatch
test_3352,sandal
test_3353,turnstile
test_3354,limousine
test_3355,bullet_train
test_3356,albatross
test_3357,butcher_shop
test_3358,banana
test_3359,freight_car
test_336,scoreboard
test_3360,scoreboard
test_3361,scoreboard
test_3362,nail
test_3363,scoreboard
test_3364,umbrella
test_3365,computer_keyboard
test_3366,seashore
test_3367,scorpion
test_3368,trolleybus
test_3369,turnstile
test_337,fountain
test_3370,poncho
test_3371,spider_web
test_3372,scoreboard
test_3373,poncho
test_3374,scoreboard
test_3375,scoreboard
test_3376,-
test_3377,moving_van
test_3378,seashore
test_3379,remote_control
test_338,brain_coral
test_3380,brass
test_3381,beaker
test_3382,parking_meter
test_3383,torch
test_3384,bannister
test_3385,abacus
test_3386,trolleybus
test_3387,flagpole
test_3388,sports_car
test_3389,turnstile
test_339,remote_control
test_3390,reel
test_3391,gondola
test_3392,brass
test_3393,fountain
test_3394,scoreboard
test_3395,scoreboard
test_3396,turnstile
test_3397,seashore
test_3398,computer_keyboard
test_3399,moving_van
test_34,scoreboard
test_340,space_heater
test_3400,freight_car
test_3401,kimono
test_3402,backpack
test_3403,gondola
test_3404,-
test_3405,turnstile
test_3406,spider_web
test_3407,spiny_lobster
test_3408,CD_player
test_3409,cash_machine
test_341,CD_player
test_3410,steel_arch_bridge
test_3411,brass
test_3412,freight_car
test_3413,scoreboard
test_3414,beaker
test_3415,sock
test_3416,poncho
test_3417,goose
test_3418,scoreboard
test_3419,steel_arch_bridge
test_342,refrigerator
test_3420,scoreboard
test_3421,poncho
test_3422,picket_fence
test_3423,scoreboard
test_3424,poncho
test_3425,scoreboard
test_3426,CD_player
test_3427,pay-phone
test_3428,scoreboard
test_3429,abacus
test_343,brass
test_3430,scoreboard
test_3431,pop_bottle
test_3432,confectionery
test_3433,flagpole
test_3434,scorpion
test_3435,CD_player
test_3436,lifeboat
test_3437,iPod
test_3438,CD_player
test_3439,umbrella
test_344,alp
test_3440,scoreboard
test_3441,chest
test_3442,oboe
test_3443,brass
test_3444,parking_meter
test_3445,scoreboard
test_3446,poncho
test_3447,jellyfish
test_3448,brass
test_3449,abacus
test_345,sewing_machine
test_3450,brass
test_3451,computer_keyboard
test_3452,scoreboard
test_3453,turnstile
test_3454,scoreboard
test_3455,freight_car
test_3456,CD_player
test_3457,space_heater
test_3458,gondola
test_3459,space_heater
test_346,scoreboard
test_3460,goose
test_3461,goose
test_3462,confectionery
test_3463,oboe
test_3464,convertible
test_3465,sewing_machine
test_3466,scoreboard
test_3467,sunglasses
test_3468,scoreboard
test_3469,-
test_347,bee
test_3470,freight_car
test_3471,turnstile
test_3472,-
test_3473,scoreboard
test_3474,steel_arch_bridge
test_3475,albatross
test_3476,space_heater
test_3477,scoreboard
test_3478,-
test_3479,confectionery
test_348,thatch
test_3480,moving_van
test_3481,police_van
test_3482,bannister
test_3483,swimming_trunks
test_3484,beach_wagon
test_3485,sea_slug
test_3486,convertible
test_3487,steel_arch_bridge
test_3488,poncho
test_3489,magnetic_compass
test_349,freight_car
test_3490,brass
test_3491,CD_player
test_3492,iPod
test_3493,CD_player
test_3494,orange
test_3495,CD_player
test_3496,turnstile
test_3497,trolleybus
test_3498,turnstile
test_3499,moving_van
test_35,scoreboard
test_350,scoreboard
test_3500,scoreboard
test_3501,sock
test_3502,brain_coral
test_3503,cash_machine
test_3504,abacus
test_3505,stopwatch
test_3506,CD_player
test_3507,scoreboard
test_3508,cash_machine
test_3509,computer_keyboard
test_351,scoreboard
test_3510,CD_player
test_3511,iPod
test_3512,dam
test_3513,scoreboard
test_3514,scoreboard
test_3515,space_heater
test_3516,albatross
test_3517,picket_fence
test_3518,iPod
test_3519,steel_arch_bridge
test_352,scoreboard
test_3520,CD_player
test_3521,sports_car
test_3522,scoreboard
test_3523,scoreboard
test_3524,CD_player
test_3525,CD_player
test_3526,water_tower
test_3527,crane
test_3528,crane
test_3529,oboe
test_353,albatross
test_3530,torch
test_3531,black_stork
test_3532,freight_car
test_3533,scoreboard
test_3534,scoreboard
test_3535,CD_player
test_3536,space_heater
test_3537,brain_coral
test_3538,scoreboard
test_3539,organ
test_354,jellyfish
test_3540,remote_control
test_3541,scoreboard
test_3542,desk
test_3543,scoreboard
test_3544,cockroach
test_3545,CD_player
test_3546,scoreboard
test_3547,parking_meter
test_3548,-
test_3549,pole
test_355,CD_player
test_3550,brass
test_3551,brass
test_3552,seashore
test_3553,steel_arch_bridge
test_3554,confectionery
test_3555,picket_fence
test_3556,remote_control
test_3557,police_van
test_3558,-
test_3559,scoreboard
test_356,neck_brace
test_3560,scoreboard
test_3561,scoreboard
test_3562,trolleybus
test_3563,freight_car
test_3564,scoreboard
test_3565,albatross
test_3566,scoreboard
test_3567,sewing_machine
test_3568,brass
test_3569,seashore
test_357,steel_arch_bridge
test_3570,nail
test_3571,fountain
test_3572,space_heater
test_3573,go-kart
test_3574,flagpole
test_3575,iPod
test_3576,sea_slug
test_3577,brass
test_3578,rocking_chair
test_3579,bannister
test_358,brass
test_3580,scoreboard
test_3581,dragonfly
test_3582,bannister
test_3583,bucket
test_3584,scoreboard
test_3585,CD_player
test_3586,turnstile
test_3587,cliff
test_3588,scoreboard
test_3589,computer_keyboard
test_359,goose
test_3590,brass
test_3591,remote_control
test_3592,sock
test_3593,backpack
test_3594,comic_book
test_3595,jellyfish
test_3596,sock
test_3597,steel_arch_bridge
test_3598,turnstile
test_3599,steel_arch_bridge
test_36,poncho
test_360,police_van
test_3600,scoreboard
test_3601,scoreboard
test_3602,organ
test_3603,scoreboard
test_3604,scoreboard
test_3605,rocking_chair
test_3606,umbrella
test_3607,bucket
test_3608,space_heater
test_3609,scoreboard
test_361,chest
test_3610,umbrella
test_3611,convertible
test_3612,iPod
test_3613,CD_player
test_3614,scoreboard
test_3615,jellyfish
test_3616,scoreboard
test_3617,beacon
test_3618,refrigerator
test_3619,cash_machine
test_362,chain
test_3620,scoreboard
test_3621,coral_reef
test_3622,umbrella
test_3623,scoreboard
test_3624,CD_player
test_3625,turnstile
test_3626,scoreboard
test_3627,computer_keyboard
test_3628,alp
test_3629,brass
test_363,scoreboard
test_3630,beach_wagon
test_3631,scoreboard
test_3632,bathtub
test_3633,cash_machine
test_3634,police_van
test_3635,sports_car
test_3636,remote_control
test_3637,bucket
test_3638,albatross
test_3639,scoreboard
test_364,pill_bottle
test_3640,cash_machine
test_3641,teapot
test_3642,pop_bottle
test_3643,scoreboard
test_3644,scoreboard
test_3645,jellyfish
test_3646,alp
test_3647,scoreboard
test_3648,brass
test_3649,albatross
test_365,freight_car
test_3650,bannister
test_3651,drumstick
test_3652,bucket
test_3653,scoreboard
test_3654,remote_control
test_3655,brass
test_3656,scoreboard
test_3657,turnstile
test_3658,moving_van
test_3659,-
test_366,-
test_3660,umbrella
test_3661,dam
test_3662,turnstile
test_3663,turnstile
test_3664,CD_player
test_3665,turnstile
test_3666,scoreboard
test_3667,convertible
test_3668,stopwatch
test_3669,drumstick
test_367,cliff
test_3670,CD_player
test_3671,bannister
test_3672,scoreboard
test_3673,teapot
test_3674,CD_player
test_3675,bannister
test_3676,jellyfish
test_3677,freight_car
test_3678,moving_van
test_3679,seashore
test_368,scoreboard
test_3680,abacus
test_3681,scoreboard
test_3682,reel
test_3683,pop_bottle
test_3684,scoreboard
test_3685,computer_keyboard
test_3686,lakeside
test_3687,cash_machine
test_3688,scoreboard
test_3689,beacon
test_369,-
test_3690,scoreboard
test_3691,steel_arch_bridge
test_3692,scoreboard
test_3693,broom
test_3694,scoreboard
test_3695,cash_machine
test_3696,scoreboard
test_3697,rocking_chair
test_3698,space_heater
test_3699,steel_arch_bridge
test_37,sock
test_370,turnstile
test_3700,steel_arch_bridge
test_3701,computer_keyboard
test_3702,sock
test_3703,scoreboard
test_3704,sports_car
test_3705,sea_slug
test_3706,steel_arch_bridge
test_3707,sock
test_3708,bullet_train
test_3709,water_tower
test_371,CD_player
test_3710,fountain
test_3711,poncho
test_3712,scoreboard
test_3713,steel_arch_bridge
test_3714,dugong
test_3715,-
test_3716,iPod
test_3717,turnstile
test_3718,sewing_machine
test_3719,computer_keyboard
test_372,CD_player
test_3720,scoreboard
test_3721,freight_car
test_3722,sea_slug
test_3723,limousine
test_3724,freight_car
test_3725,brass
test_3726,hourglass
test_3727,flagpole
test_3728,sock
test_3729,fountain
test_373,poncho
test_3730,scoreboard
test_3731,CD_player
test_3732,CD_player
test_3733,scoreboard
test_3734,pop_bottle
test_3735,pop_bottle
test_3736,bucket
test_3737,beaker
test_3738,turnstile
test_3739,confectionery
test_374,barbershop
test_3740,CD_player
test_3741,cash_machine
test_3742,beaker
test_3743,desk
test_3744,CD_player
test_3745,scoreboard
test_3746,iPod
test_3747,bucket
test_3748,scoreboard
test_3749,snorkel
test_375,computer_keyboard
test_3750,bullfrog
test_3751,scoreboard
test_3752,space_heater
test_3753,lifeboat
test_3754,cash_machine
test_3755,turnstile
test_3756,seashore
test_3757,CD_player
test_3758,space_heater
test_3759,cash_machine
test_376,steel_arch_bridge
test_3760,seashore
test_3761,freight_car
test_3762,scoreboard
test_3763,CD_player
test_3764,scoreboard
test_3765,cash_machine
test_3766,scoreboard
test_3767,freight_car
test_3768,scoreboard
test_3769,cash_machine
test_377,freight_car
test_3770,turnstile
test_3771,cash_machine
test_3772,gondola
test_3773,freight_car
test_3774,scoreboard
test_3775,goose
test_3776,flagpole
test_3777,confectionery
test_3778,turnstile
test_3779,turnstile
test_378,turnstile
test_3780,CD_player
test_3781,brass
test_3782,flagpole
test_3783,computer_keyboard
test_3784,turnstile
test_3785,pay-phone
test_3786,scoreboard
test_3787,confectionery
test_3788,brass
test_3789,computer_keyboard
test_379,apron
test_3790,scoreboard
test_3791,stopwatch
test_3792,turnstile
test_3793,moving_van
test_3794,seashore
test_3795,abacus
test_3796,sports_car
test_3797,birdhouse
test_3798,teddy
test_3799,brass
test_38,parking_meter
test_380,cash_machine
test_3800,scoreboard
test_3801,computer_keyboard
test_3802,CD_player
test_3803,seashore
test_3804,scoreboard
test_3805,cash_machine
test_3806,chest
test_3807,brass
test_3808,CD_player
test_3809,scoreboard
test_381,turnstile
test_3810,space_heater
test_3811,sunglasses
test_3812,apron
test_3813,turnstile
test_3814,iPod
test_3815,scoreboard
test_3816,scoreboard
test_3817,picket_fence
test_3818,spider_web
test_3819,fountain
test_382,computer_keyboard
test_3820,organ
test_3821,scoreboard
test_3822,beach_wagon
test_3823,limousine
test_3824,scoreboard
test_3825,scoreboard
test_3826,CD_player
test_3827,scoreboard
test_3828,trolleybus
test_3829,scoreboard
test_383,hourglass
test_3830,scoreboard
test_3831,go-kart
test_3832,pill_bottle
test_3833,picket_fence
test_3834,computer_keyboard
test_3835,scoreboard
test_3836,alp
test_3837,steel_arch_bridge
test_3838,jellyfish
test_3839,computer_keyboard
test_384,CD_player
test_3840,scoreboard
test_3841,cash_machine
test_3842,go-kart
test_3843,moving_van
test_3844,scoreboard
test_3845,scoreboard
test_3846,CD_player
test_3847,scoreboard
test_3848,jellyfish
test_3849,scoreboard
test_385,turnstile
test_3850,rocking_chair
test_3851,brass
test_3852,-
test_3853,pill_bottle
test_3854,albatross
test_3855,bullet_train
test_3856,jellyfish
test_3857,scoreboard
test_3858,freight_car
test_3859,teapot
test_386,bison
test_3860,-
test_3861,guacamole
test_3862,scoreboard
test_3863,water_tower
test_3864,confectionery
test_3865,cash_machine
test_3866,lakeside
test_3867,scorpion
test_3868,CD_player
test_3869,birdhouse
test_387,scoreboard
test_3870,Christmas_stocking
test_3871,jellyfish
test_3872,beach_wagon
test_3873,water_tower
test_3874,beaker
test_3875,turnstile
test_3876,scoreboard
test_3877,moving_van
test_3878,broom
test_3879,beaker
test_388,-
test_3880,computer_keyboard
test_3881,scoreboard
test_3882,computer_keyboard
test_3883,thatch
test_3884,pop_bottle
test_3885,computer_keyboard
test_3886,gondola
test_3887,picket_fence
test_3888,scoreboard
test_3889,reel
test_389,brass
test_3890,steel_arch_bridge
test_3891,comic_book
test_3892,scoreboard
test_3893,swimming_trunks
test_3894,steel_arch_bridge
test_3895,bullet_train
test_3896,jinrikisha
test_3897,scoreboard
test_3898,space_heater
test_3899,scoreboard
test_39,space_heater
test_390,CD_player
test_3900,computer_keyboard
test_3901,barn
test_3902,cash_machine
test_3903,picket_fence
test_3904,scoreboard
test_3905,scoreboard
test_3906,scoreboard
test_3907,water_tower
test_3908,barbershop
test_3909,scoreboard
test_391,cash_machine
test_3910,jinrikisha
test_3911,scoreboard
test_3912,turnstile
test_3913,scoreboard
test_3914,butcher_shop
test_3915,king_penguin
test_3916,scoreboard
test_3917,cash_machine
test_3918,American_alligator
test_3919,steel_arch_bridge
test_392,organ
test_3920,Christmas_stocking
test_3921,computer_keyboard
test_3922,scoreboard
test_3923,albatross
test_3924,steel_arch_bridge
test_3925,beaker
test_3926,basketball
test_3927,cash_machine
test_3928,CD_player
test_3929,brass
test_393,scoreboard
test_3930,comic_book
test_3931,convertible
test_3932,refrigerator
test_3933,turnstile
test_3934,brass
test_3935,barn
test_3936,scoreboard
test_3937,goose
test_3938,bucket
test_3939,scoreboard
test_394,brain_coral
test_3940,computer_keyboard
test_3941,scoreboard
test_3942,CD_player
test_3943,-
test_3944,space_heater
test_3945,moving_van
test_3946,turnstile
test_3947,steel_arch_bridge
test_3948,computer_keyboard
test_3949,lakeside
test_395,go-kart
test_3950,brass
test_3951,brass
test_3952,moving_van
test_3953,abacus
test_3954,drumstick
test_3955,water_jug
test_3956,cash_machine
test_3957,jinrikisha
test_3958,CD_player
test_3959,bucket
test_396,-
test_3960,coral_reef
test_3961,brass
test_3962,steel_arch_bridge
test_3963,crane
test_3964,turnstile
test_3965,space_heater
test_3966,CD_player
test_3967,oboe
test_3968,American_alligator
test_3969,beaker
test_397,scoreboard
test_3970,scoreboard
test_3971,trolleybus
test_3972,-
test_3973,moving_van
test_3974,convertible
test_3975,umbrella
test_3976,computer_keyboard
test_3977,CD_player
test_3978,seashore
test_3979,lifeboat
test_398,brass
test_3980,scoreboard
test_3981,brass
test_3982,birdhouse
test_3983,spider_web
test_3984,scoreboard
test_3985,seashore
test_3986,turnstile
test_3987,scoreboard
test_3988,swimming_trunks
test_3989,scoreboard
test_399,turnstile
test_3990,scoreboard
test_3991,space_heater
test_3992,sea_slug
test_3993,goose
test_3994,turnstile
test_3995,turnstile
test_3996,CD_player
test_3997,brass
test_3998,freight_car
test_3999,jellyfish
test_4,cash_machine
test_40,turnstile
test_400,crane
test_4000,moving_van
test_4001,turnstile
test_4002,rocking_chair
test_4003,moving_van
test_4004,turnstile
test_4005,coral_reef
test_4006,brass
test_4007,turnstile
test_4008,jellyfish
test_4009,banana
test_401,scoreboard
test_4010,turnstile
test_4011,CD_player
test_4012,scoreboard
test_4013,scoreboard
test_4014,turnstile
test_4015,albatross
test_4016,space_heater
test_4017,turnstile
test_4018,computer_keyboard
test_4019,gondola
test_402,Christmas_stocking
test_4020,scoreboard
test_4021,albatross
test_4022,potter's_wheel
test_4023,scoreboard
test_4024,American_alligator
test_4025,picket_fence
test_4026,brass
test_4027,brown_bear
test_4028,chest
test_4029,scoreboard
test_403,confectionery
test_4030,turnstile
test_4031,turnstile
test_4032,backpack
test_4033,turnstile
test_4034,beach_wagon
test_4035,binoculars
test_4036,brass
test_4037,lakeside
test_4038,convertible
test_4039,bannister
test_404,albatross
test_4040,fountain
test_4041,confectionery
test_4042,beacon
test_4043,binoculars
test_4044,desk
test_4045,poncho
test_4046,space_heater
test_4047,steel_arch_bridge
test_4048,computer_keyboard
test_4049,crane
test_405,brass
test_4050,scoreboard
test_4051,scoreboard
test_4052,CD_player
test_4053,scorpion
test_4054,scoreboard
test_4055,CD_player
test_4056,comic_book
test_4057,lemon
test_4058,lifeboat
test_4059,birdhouse
test_406,scoreboard
test_4060,convertible
test_4061,bannister
test_4062,fountain
test_4063,crane
test_4064,scoreboard
test_4065,brass
test_4066,scoreboard
test_4067,hog
test_4068,dining_table
test_4069,scoreboard
test_407,confectionery
test_4070,reel
test_4071,scoreboard
test_4072,turnstile
test_4073,sock
test_4074,crane
test_4075,coral_reef
test_4076,space_heater
test_4077,moving_van
test_4078,lakeside
test_4079,brass
test_408,jinrikisha
test_4080,suspension_bridge
test_4081,abacus
test_4082,abacus
test_4083,gondola
test_4084,stopwatch
test_4085,cash_machine
test_4086,albatross
test_4087,poncho
test_4088,CD_player
test_4089,magnetic_compass
test_409,CD_player
test_4090,scoreboard
test_4091,magnetic_compass
test_4092,scoreboard
test_4093,gondola
test_4094,poncho
test_4095,turnstile
test_4096,scoreboard
test_4097,organ
test_4098,scoreboard
test_4099,umbrella
test_41,abacus
test_410,kimono
test_4100,trolleybus
test_4101,beach_wagon
test_4102,beacon
test_4103,trolleybus
test_4104,drumstick
test_4105,moving_van
test_4106,steel_arch_bridge
test_4107,scoreboard
test_4108,beach_wagon
test_4109,turnstile
test_411,turnstile
test_4110,beach_wagon
test_4111,iPod
test_4112,European_fire_salamander
test_4113,bullet_train
test_4114,umbrella
test_4115,scoreboard
test_4116,jinrikisha
test_4117,sombrero
test_4118,CD_player
test_4119,albatross
test_412,sewing_machine
test_4120,backpack
test_4121,confectionery
test_4122,brass
test_4123,turnstile
test_4124,suspension_bridge
test_4125,turnstile
test_4126,turnstile
test_4127,tractor
test_4128,bullfrog
test_4129,scoreboard
test_413,moving_van
test_4130,crane
test_4131,space_heater
test_4132,lakeside
test_4133,space_heater
test_4134,pop_bottle
test_4135,space_heater
test_4136,space_heater
test_4137,turnstile
test_4138,broom
test_4139,cash_machine
test_414,scoreboard
test_4140,chest
test_4141,scoreboard
test_4142,moving_van
test_4143,maypole
test_4144,military_uniform
test_4145,scoreboard
test_4146,water_tower
test_4147,torch
test_4148,CD_player
test_4149,scoreboard
test_415,beacon
test_4150,cash_machine
test_4151,lawn_mower
test_4152,flagpole
test_4153,scoreboard
test_4154,CD_player
test_4155,brass
test_4156,turnstile
test_4157,abacus
test_4158,steel_arch_bridge
test_4159,bucket
test_416,space_heater
test_4160,magnetic_compass
test_4161,water_jug
test_4162,bannister
test_4163,scoreboard
test_4164,brass
test_4165,freight_car
test_4166,snorkel
test_4167,beacon
test_4168,CD_player
test_4169,water_tower
test_417,bullet_train
test_4170,confectionery
test_4171,CD_player
test_4172,CD_player
test_4173,freight_car
test_4174,scoreboard
test_4175,brass
test_4176,computer_keyboard
test_4177,moving_van
test_4178,desk
test_4179,vestment
test_418,computer_keyboard
test_4180,turnstile
test_4181,picket_fence
test_4182,jellyfish
test_4183,scoreboard
test_4184,scoreboard
test_4185,kimono
test_4186,comic_book
test_4187,steel_arch_bridge
test_4188,moving_van
test_4189,turnstile
test_419,freight_car
test_4190,swimming_trunks
test_4191,steel_arch_bridge
test_4192,turnstile
test_4193,-
test_4194,beer_bottle
test_4195,scoreboard
test_4196,stopwatch
test_4197,turnstile
test_4198,apron
test_4199,scoreboard
test_42,CD_player
test_420,computer_keyboard
test_4200,turnstile
test_4201,scoreboard
test_4202,-
test_4203,scoreboard
test_4204,alp
test_4205,sea_slug
test_4206,go-kart
test_4207,spiny_lobster
test_4208,iPod
test_4209,Christmas_stocking
test_421,steel_arch_bridge
test_4210,apron
test_4211,steel_arch_bridge
test_4212,flagpole
test_4213,water_jug
test_4214,CD_player
test_4215,beacon
test_4216,turnstile
test_4217,turnstile
test_4218,mushroom
test_4219,scoreboard
test_422,computer_keyboard
test_4220,scoreboard
test_4221,orange
test_4222,turnstile
test_4223,scoreboard
test_4224,syringe
test_4225,scoreboard
test_4226,scoreboard
test_4227,turnstile
test_4228,pill_bottle
test_4229,space_heater
test_423,turnstile
test_4230,gondola
test_4231,scoreboard
test_4232,rocking_chair
test_4233,turnstile
test_4234,CD_player
test_4235,iPod
test_4236,brass
test_4237,bucket
test_4238,nail
test_4239,fountain
test_424,scoreboard
test_4240,scoreboard
test_4241,spiny_lobster
test_4242,Christmas_stocking
test_4243,CD_player
test_4244,brass
test_4245,space_heater
test_4246,cash_machine
